AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped Location,Ped Movement,Mode of Travel
1190157437,BARNET,30,520709,189704,1,3 PEDESTRIAN,2 FEMALE,16-24,23,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190157441,BEXLEY,18,548932,177740,1,2 PASSENGER,2 FEMALE,25-59,48,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157442,LEWISHAM,7,536550,171842,1,1 DRIVER/RIDER,1 MALE,25-59,50,5,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190157442,LEWISHAM,7,536550,171842,2,2 PASSENGER,2 FEMALE,60+,66,5,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190157442,LEWISHAM,7,536550,171842,3,2 PASSENGER,2 FEMALE,16-24,20,5,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190157442,LEWISHAM,7,536550,171842,4,2 PASSENGER,1 MALE,25-59,55,5,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190157442,LEWISHAM,7,536550,171842,5,1 DRIVER/RIDER,2 FEMALE,25-59,41,5,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157444,CROYDON,20,536790,163107,1,1 DRIVER/RIDER,1 MALE,60+,66,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157447,EALING,27,520205,180246,1,1 DRIVER/RIDER,1 MALE,25-59,54,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157451,HAVERING,15,550958,188905,1,1 DRIVER/RIDER,1 MALE,60+,61,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157452,RICHMOND-UPON-THAMES,24,519006,177768,1,1 DRIVER/RIDER,1 MALE,25-59,26,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,5 TAXI
1190157453,EALING,27,520261,182660,1,2 PASSENGER,2 FEMALE,25-59,38,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190157454,LEWISHAM,7,537681,173091,1,2 PASSENGER,2 FEMALE,60+,66,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190157455,BRENT,28,516497,187746,1,1 DRIVER/RIDER,1 MALE,25-59,36,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157456,HAVERING,15,552095,187419,1,1 DRIVER/RIDER,2 FEMALE,25-59,54,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157458,ISLINGTON,3,532786,182275,1,1 DRIVER/RIDER,2 FEMALE,16-24,22,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157468,NEWHAM,17,540629,182502,1,3 PEDESTRIAN,1 MALE,25-59,48,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190157469,EALING,27,512594,179738,1,1 DRIVER/RIDER,2 FEMALE,16-24,23,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157472,BRENT,28,522822,185329,1,3 PEDESTRIAN,1 MALE,0-15,5,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190157474,WESTMINSTER,1,529144,180963,1,3 PEDESTRIAN,1 MALE,60+,70,1,2 SERIOUS,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190157476,BARNET,30,524215,190910,1,1 DRIVER/RIDER,2 FEMALE,60+,82,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157481,BROMLEY,19,545287,167825,1,1 DRIVER/RIDER,1 MALE,25-59,43,3,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157481,BROMLEY,19,545287,167825,2,2 PASSENGER,1 MALE,25-59,42,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157481,BROMLEY,19,545287,167825,3,2 PASSENGER,2 FEMALE,25-59,43,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157482,ISLINGTON,3,531107,184412,1,1 DRIVER/RIDER,1 MALE,16-24,20,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157485,BARNET,30,522591,187302,1,2 PASSENGER,2 FEMALE,25-59,53,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157485,BARNET,30,522591,187302,2,1 DRIVER/RIDER,1 MALE,25-59,57,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157487,HAMMERSMITH & FULHAM,11,523471,178191,1,1 DRIVER/RIDER,1 MALE,25-59,44,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157488,WESTMINSTER,1,530180,179678,1,3 PEDESTRIAN,2 FEMALE,60+,64,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190157490,HOUNSLOW,25,512568,174683,1,1 DRIVER/RIDER,2 FEMALE,25-59,43,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157495,BROMLEY,19,534454,169977,1,1 DRIVER/RIDER,1 MALE,25-59,36,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157497,BARNET,30,522411,195801,1,1 DRIVER/RIDER,2 FEMALE,25-59,38,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157498,ENFIELD,32,534372,199999,1,1 DRIVER/RIDER,2 FEMALE,25-59,28,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157500,BRENT,28,522608,183089,1,1 DRIVER/RIDER,1 MALE,25-59,38,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157502,LAMBETH,9,530200,177850,1,1 DRIVER/RIDER,1 MALE,25-59,57,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157503,SOUTHWARK,8,534079,173673,1,1 DRIVER/RIDER,1 MALE,25-59,35,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157508,ISLINGTON,3,529376,186718,1,1 DRIVER/RIDER,2 FEMALE,25-59,45,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157509,BARNET,30,522675,195964,1,3 PEDESTRIAN,2 FEMALE,25-59,48,1,3 SLIGHT,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN
1190157513,REDBRIDGE,14,544393,185584,1,3 PEDESTRIAN,1 MALE,25-59,52,2,3 SLIGHT,09 IN ROAD - NOT CROSSING,5 IN RD NOT CROSSING,1 PEDESTRIAN
1190157513,REDBRIDGE,14,544393,185584,2,3 PEDESTRIAN,1 MALE,25-59,34,2,3 SLIGHT,09 IN ROAD - NOT CROSSING,8 IN RD BACK TO TRAFFIC,1 PEDESTRIAN
1190157520,HACKNEY,4,535662,185637,1,1 DRIVER/RIDER,2 FEMALE,25-59,52,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157523,MERTON,22,528194,167579,1,1 DRIVER/RIDER,1 MALE,25-59,36,2,3 SLIGHT,'-2 NOT APPLICABLE,2 FROM DRIVERS N/SIDE MSK,3 POWERED 2 WHEELER
1190157523,MERTON,22,528194,167579,2,3 PEDESTRIAN,1 MALE,0-15,12,2,3 SLIGHT,04 CROSSING ROAD WITHIN 50M XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190157524,GREENWICH,6,546576,178565,1,3 PEDESTRIAN,1 MALE,25-59,46,1,3 SLIGHT,09 IN ROAD - NOT CROSSING,5 IN RD NOT CROSSING,1 PEDESTRIAN
1190157541,CROYDON,20,534702,165767,1,1 DRIVER/RIDER,1 MALE,16-24,19,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157561,NEWHAM,17,540591,185011,1,3 PEDESTRIAN,1 MALE,60+,70,1,2 SERIOUS,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190157567,LAMBETH,9,530496,173928,1,1 DRIVER/RIDER,1 MALE,25-59,42,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157567,LAMBETH,9,530496,173928,2,1 DRIVER/RIDER,1 MALE,25-59,34,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157569,TOWER HAMLETS,5,537327,182842,1,3 PEDESTRIAN,2 FEMALE,25-59,39,1,3 SLIGHT,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN
1190157580,WALTHAM FOREST,13,535829,190238,1,3 PEDESTRIAN,1 MALE,25-59,25,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190157581,KENSINGTON & CHELSEA,12,525003,178685,1,3 PEDESTRIAN,2 FEMALE,60+,72,1,3 SLIGHT,04 CROSSING ROAD WITHIN 50M XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN
1190157583,SOUTHWARK,8,534644,176257,1,1 DRIVER/RIDER,1 MALE,16-24,21,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157584,HAMMERSMITH & FULHAM,11,523214,180944,1,1 DRIVER/RIDER,1 MALE,25-59,44,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157590,REDBRIDGE,14,543608,186478,1,3 PEDESTRIAN,2 FEMALE,60+,70,1,2 SERIOUS,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190157593,WANDSWORTH,10,526548,175665,1,1 DRIVER/RIDER,1 MALE,25-59,42,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157594,BARNET,30,519245,191618,1,1 DRIVER/RIDER,1 MALE,25-59,54,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,7 GOODS VEHICLE
1190157602,BRENT,28,518957,186158,1,3 PEDESTRIAN,2 FEMALE,25-59,31,1,3 SLIGHT,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190157607,GREENWICH,6,540670,174716,1,3 PEDESTRIAN,1 MALE,0-15,11,1,3 SLIGHT,04 CROSSING ROAD WITHIN 50M XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN
1190157611,GREENWICH,6,540055,174886,1,1 DRIVER/RIDER,2 FEMALE,25-59,49,2,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157611,GREENWICH,6,540055,174886,2,1 DRIVER/RIDER,1 MALE,25-59,33,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157619,REDBRIDGE,14,544226,189621,1,3 PEDESTRIAN,2 FEMALE,60+,71,1,2 SERIOUS,01 CROSSING ROAD ON PED XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN
1190157637,WESTMINSTER,1,525197,182506,1,3 PEDESTRIAN,2 FEMALE,25-59,38,1,3 SLIGHT,08 IN CENTRE OF CARRIAGEWAY,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190157640,ISLINGTON,3,531154,185162,1,1 DRIVER/RIDER,1 MALE,25-59,38,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157649,GREENWICH,6,543033,172255,1,1 DRIVER/RIDER,1 MALE,60+,65,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157651,BEXLEY,18,548310,176305,1,1 DRIVER/RIDER,2 FEMALE,25-59,56,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157652,BARNET,30,522818,189219,1,3 PEDESTRIAN,2 FEMALE,16-24,19,1,2 SERIOUS,01 CROSSING ROAD ON PED XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN
1190157654,RICHMOND-UPON-THAMES,24,518491,173719,1,1 DRIVER/RIDER,1 MALE,25-59,38,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157657,REDBRIDGE,14,544021,188246,1,1 DRIVER/RIDER,2 FEMALE,25-59,33,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157663,LEWISHAM,7,535680,172365,1,3 PEDESTRIAN,2 FEMALE,25-59,36,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190157666,SOUTHWARK,8,532179,179917,1,1 DRIVER/RIDER,1 MALE,25-59,31,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157674,WESTMINSTER,1,529353,178225,1,1 DRIVER/RIDER,1 MALE,25-59,37,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157684,BARNET,30,526003,189007,1,1 DRIVER/RIDER,1 MALE,25-59,30,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157685,BEXLEY,18,547301,175639,1,3 PEDESTRIAN,2 FEMALE,25-59,54,1,2 SERIOUS,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190157686,HILLINGDON,26,510566,179132,1,2 PASSENGER,2 FEMALE,16-24,18,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157687,GREENWICH,6,537434,176903,1,1 DRIVER/RIDER,1 MALE,25-59,45,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157688,BROMLEY,19,540745,165066,1,1 DRIVER/RIDER,2 FEMALE,25-59,50,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157688,BROMLEY,19,540745,165066,2,1 DRIVER/RIDER,2 FEMALE,16-24,19,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157688,BROMLEY,19,540745,165066,3,2 PASSENGER,2 FEMALE,25-59,44,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157693,RICHMOND-UPON-THAMES,24,517884,175019,1,1 DRIVER/RIDER,2 FEMALE,25-59,55,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157695,NEWHAM,17,543448,183846,1,1 DRIVER/RIDER,2 FEMALE,25-59,47,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157697,REDBRIDGE,14,543465,186226,1,1 DRIVER/RIDER,2 FEMALE,25-59,27,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157705,HAMMERSMITH & FULHAM,11,525337,177235,1,1 DRIVER/RIDER,1 MALE,16-24,23,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157711,WALTHAM FOREST,13,538219,188515,1,3 PEDESTRIAN,2 FEMALE,25-59,46,1,3 SLIGHT,08 IN CENTRE OF CARRIAGEWAY,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190157713,GREENWICH,6,544662,174464,1,1 DRIVER/RIDER,2 FEMALE,25-59,43,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157716,TOWER HAMLETS,5,536277,182417,1,1 DRIVER/RIDER,2 FEMALE,16-24,22,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157716,TOWER HAMLETS,5,536277,182417,2,3 PEDESTRIAN,1 MALE,25-59,51,2,2 SERIOUS,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN
1190157718,TOWER HAMLETS,5,537418,182481,1,2 PASSENGER,1 MALE,25-59,46,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157720,HAMMERSMITH & FULHAM,11,523549,179906,1,1 DRIVER/RIDER,1 MALE,25-59,50,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157720,HAMMERSMITH & FULHAM,11,523549,179906,2,3 PEDESTRIAN,1 MALE,25-59,49,2,2 SERIOUS,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190157724,BARNET,30,524393,189297,1,1 DRIVER/RIDER,2 FEMALE,60+,62,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157724,BARNET,30,524393,189297,2,1 DRIVER/RIDER,1 MALE,25-59,29,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157724,BARNET,30,524393,189297,3,2 PASSENGER,2 FEMALE,25-59,31,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157727,REDBRIDGE,14,541152,190259,1,1 DRIVER/RIDER,1 MALE,16-24,22,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157729,TOWER HAMLETS,5,536091,182281,1,1 DRIVER/RIDER,1 MALE,16-24,24,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157731,EALING,27,514507,179250,1,1 DRIVER/RIDER,1 MALE,60+,62,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157732,LAMBETH,9,528956,175218,1,1 DRIVER/RIDER,1 MALE,25-59,33,2,2 SERIOUS,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,2 PEDAL CYCLE
1190157732,LAMBETH,9,528956,175218,2,3 PEDESTRIAN,2 FEMALE,0-15,13,2,3 SLIGHT,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190157733,WESTMINSTER,1,528837,181664,1,1 DRIVER/RIDER,1 MALE,25-59,39,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157734,HOUNSLOW,25,514517,175972,1,1 DRIVER/RIDER,1 MALE,25-59,36,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157736,HACKNEY,4,532725,187918,1,1 DRIVER/RIDER,1 MALE,25-59,45,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157737,TOWER HAMLETS,5,534811,180733,1,1 DRIVER/RIDER,1 MALE,25-59,31,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157748,TOWER HAMLETS,5,537428,180358,1,1 DRIVER/RIDER,1 MALE,25-59,43,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157752,HAMMERSMITH & FULHAM,11,522716,179485,1,3 PEDESTRIAN,2 FEMALE,0-15,9,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190157753,CAMDEN,2,527135,183693,1,1 DRIVER/RIDER,1 MALE,25-59,30,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157754,LEWISHAM,7,536186,176505,1,1 DRIVER/RIDER,1 MALE,25-59,48,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157762,EALING,27,513684,179400,1,1 DRIVER/RIDER,1 MALE,60+,62,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157764,WANDSWORTH,10,525732,174876,1,1 DRIVER/RIDER,1 MALE,25-59,44,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157766,LEWISHAM,7,538356,172932,1,1 DRIVER/RIDER,2 FEMALE,25-59,55,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157778,HACKNEY,4,533274,182360,1,3 PEDESTRIAN,1 MALE,25-59,32,2,3 SLIGHT,01 CROSSING ROAD ON PED XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN
1190157778,HACKNEY,4,533274,182360,2,1 DRIVER/RIDER,1 MALE,25-59,25,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157779,HAVERING,15,555300,188836,1,2 PASSENGER,2 FEMALE,60+,90,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190157781,KENSINGTON & CHELSEA,12,526240,178910,1,3 PEDESTRIAN,2 FEMALE,16-24,19,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190157784,BRENT,28,523203,184178,1,3 PEDESTRIAN,1 MALE,25-59,34,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,4 FROM DRIVERS O/SIDE MSK,1 PEDESTRIAN
1190157785,BARNET,30,519578,192810,1,3 PEDESTRIAN,1 MALE,0-15,11,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190157786,MERTON,22,522779,168698,1,3 PEDESTRIAN,1 MALE,0-15,13,1,3 SLIGHT,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190157787,BROMLEY,19,545611,163708,1,1 DRIVER/RIDER,1 MALE,25-59,25,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157790,HACKNEY,4,535853,185124,1,1 DRIVER/RIDER,1 MALE,25-59,50,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157791,HACKNEY,4,537223,185184,1,1 DRIVER/RIDER,1 MALE,25-59,51,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157793,LEWISHAM,7,540219,173254,1,1 DRIVER/RIDER,2 FEMALE,25-59,38,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157795,BARKING & DAGENHAM,16,549978,185701,1,2 PASSENGER,1 MALE,0-15,11,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190157798,HARINGEY,31,530617,188925,1,1 DRIVER/RIDER,1 MALE,16-24,19,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157798,HARINGEY,31,530617,188925,2,2 PASSENGER,2 FEMALE,16-24,18,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157802,HACKNEY,4,534823,184823,1,3 PEDESTRIAN,1 MALE,60+,64,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN
1190157803,CAMDEN,2,525528,184849,1,1 DRIVER/RIDER,1 MALE,25-59,38,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157804,HAVERING,15,551202,189014,1,1 DRIVER/RIDER,1 MALE,25-59,33,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157805,HOUNSLOW,25,512772,175285,1,1 DRIVER/RIDER,1 MALE,25-59,56,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,5 TAXI
1190157806,WALTHAM FOREST,13,536949,187556,1,2 PASSENGER,2 FEMALE,U,,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190157807,BARNET,30,525063,186453,1,3 PEDESTRIAN,2 FEMALE,25-59,35,1,2 SERIOUS,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190157812,HAMMERSMITH & FULHAM,11,525200,177228,1,1 DRIVER/RIDER,1 MALE,25-59,32,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,9 PRIVATE HIRE
1190157813,BEXLEY,18,549628,174756,1,1 DRIVER/RIDER,1 MALE,U,,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157817,NEWHAM,17,538830,184262,1,2 PASSENGER,2 FEMALE,16-24,22,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157821,MERTON,22,526183,169831,1,1 DRIVER/RIDER,1 MALE,25-59,36,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190157823,EALING,27,515254,184960,1,1 DRIVER/RIDER,2 FEMALE,25-59,40,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157826,HOUNSLOW,25,509295,172538,1,2 PASSENGER,2 FEMALE,16-24,24,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190157828,CAMDEN,2,530928,182190,1,1 DRIVER/RIDER,1 MALE,25-59,50,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190157832,WALTHAM FOREST,13,536687,189011,1,3 PEDESTRIAN,1 MALE,60+,62,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190157834,BRENT,28,521163,185866,1,1 DRIVER/RIDER,2 FEMALE,25-59,48,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
